row_number,source,author,title,description,url,category,coverage
33,ABC News,ABC News,WATCH: Harris cheered on by administration staff as she arrives at the White House,Vice President Kamala Harris received a grand welcome to the White House on Tuesday afternoon — cheered on by hundreds of administration staff as her SUV pulled up to the West Wing.,https://abcnews.go.com/US/video/harris-cheered-administration-staff-arrives-white-house-115796336,Campaign Strategies and Public Engagement,Positive
36,Business Insider,"Erica Star Domena,Selima Hussain",Elon Musk boosts Trump at rally underscored by racist rhetoric as Beyoncé rallies behind Harris,"Elon Musk voiced his support for Donald Trump at a New York City rally, but the event was underscored by crude commentary from other speakers.",https://www.businessinsider.com/elon-musk-tony-hinchcliffe-boost-trump-rally-beyonce-harris-2024-10,Campaign Strategies and Public Engagement,Neutral
42,Time,Rebecca Schneid,The Republicans Crossing Party Lines and Voting For Harris Over Trump,Former Governor of California Arnold Schwarzenegger joins a growing number of Republicans who are voting for Kamala Harris over Donald Trump.,https://time.com/7160907/republicans-crossing-party-lines-voting-kamala-harris-over-donald-trump/,Campaign Strategies and Public Engagement,Neutral
45,Time,Eric Cortellessa,Why Trump Thinks He Needs Young Men to Win,The Trump campaign believes it can only beat Kamala Harris by turning out a specific set of young men to the polls.,https://time.com/7171535/donald-trump-harris-young-men/,Campaign Strategies and Public Engagement,Neutral
46,Business Insider,Eve Crosbie,Democrats target 'Swiftie' voters as The Eras Tour returns: 'We're not taking any vote for granted',"The DNC launched its new ""I Will Vote"" campaign as Taylor Swift began the final US leg of her Eras Tour at Miami's Hard Rock Stadium.",https://www.businessinsider.com/kamala-harris-democrats-swiftie-voters-eras-tour-returns-miami-2024-10,Campaign Strategies and Public Engagement,Neutral
47,Buzzfeed,Natasha Jokic,"No, Oprah Winfrey Wasn't Paid $1 Million To Endorse Kamala Harris","""Oprah was not paid. The internet is a machine that devours trust"" — Hank Green.View Entire Post ›",https://www.buzzfeed.com/natashajokic1/oprah-kamala-harris-endorsement,Campaign Strategies and Public Engagement,Positive
50,ABC News,"Will McDuffie, Gabriella Abdul-Hakim, Fritz Farrow",Harris expected to take advantage of Kelly's critical comments of Trump at town hall,Vice President Kamala Harris will answer questions from voters Wednesday night at a CNN town hall.,https://abcnews.go.com/Politics/harris-expected-advantage-kellys-critical-comments-trump-cnn/story?id=115069432,Campaign Strategies and Public Engagement,Positive
52,The Verge,Justine Calma,Jeff Bezos says he’s a climate guy — why is he kissing the ring?,Jeff Bezos joined other tech moguls in congratulating Trump on his election victory. That doesn’t seem to jive with his “passion” for fighting climate change.,https://www.theverge.com/2024/11/7/24289945/jeff-bezos-donald-trump-election-amazon-climate-change-fund,Campaign Strategies and Public Engagement,Neutral
53,ABC News,"Allison Pecorin, Meredith Deliso",Bernie Sanders blasts Democratic Party following Kamala Harris loss,"Vermont Sen. Bernie Sanders issued a scathing statement on what he called the Democratic Party's ""disastrous"" campaign following Kamala Harris' loss.",https://abcnews.go.com/Politics/bernie-sanders-response-presidential-election/story?id=115582079,Campaign Strategies and Public Engagement,Negative
55,Time,"Brian Bennett / Washington, D.C.",Kamala Harris Makes Her Final Pitch for Voters to ‘Turn the Page’ on Donald Trump,"The Vice President made her final pitch to “turn the page” on Trump—from the same spot he rallied a mob on Jan. 6, 2021.",https://time.com/7138009/kamala-harris-ellipse-speech-final-campaign-pitch-turn-page-trump/,Campaign Strategies and Public Engagement,Neutral
56,Business Insider,Alice Tecotzky,Arthur Blank joins 'Business Leaders for Harris' as his former business partner funnels money to Trump,"Blank is joining an initiative to woo more conservative, business-minded voters. Mark Cuban and Reid Hoffman are among industry titans also involved.",https://www.businessinsider.com/arthur-blank-joins-business-leaders-for-harris-cuban-hoffman-2024-10,Campaign Strategies and Public Engagement,Positive
63,ABC News,Julia Reinstein,Vice President Harris marks 6 years since Pittsburgh synagogue shooting,"In a statement Sunday, Vice President Kamala Harris commemorated six years since the deadly shooting at Pittsburgh's Tree of Life synagogue.",https://abcnews.go.com/Politics/vice-president-harris-marks-6-years-unspeakable-pittsburgh/story?id=115194924,Campaign Strategies and Public Engagement,Positive
64,ABC News,David Brennan,Walz says Harris' message 'absolutely clear' after Biden's 'garbage' remarks,"Minnesota Gov. Tim Walz told ""Good Morning America"" Wednesday that Vice President Kamala Harris will deliver what ""Americans are hungry for -- a unifying president.""",https://abcnews.go.com/US/walz-harris-message-absolutely-clear-after-bidens-garbage/story?id=115299825,Campaign Strategies and Public Engagement,Positive
66,Business Insider,Theron Mohamed,'Shark Tank' star Mark Cuban says Donald Trump's China tariffs would ruin Christmas next year,"Mark Cuban said Donald Trump would be ""the Grinch that stole Christmas"" as a 60% tariff on Chinese imports may raise the price of presents next year.",https://www.businessinsider.com/mark-cuban-donald-trump-tariffs-christmas-presents-china-prices-harris-2024-10,Campaign Strategies and Public Engagement,Neutral
67,Business Insider,Lloyd Lee,Mark Cuban praises Trump's 'great personality' but stands by assertion that he was a 'lousy president',"Mark Cuban told Business Insider that ""we all have friends"" like Donald Trump. He maintains that Trump would be a lousy president.",https://www.businessinsider.com/mark-cuban-donald-trump-great-personality-lousy-president-fox-business-2024-10,Campaign Strategies and Public Engagement,Positive
68,Time,Brian Bennett,‘Pro-Life’ Liz Cheney Explains Why Her Fellow Republicans Should Back Harris,"During her time representing Wyoming in Congress, Liz Cheney held an “A” rating for her voting record from a leading anti-abortion group, Susan B. Anthony Pro-life America. Before leaving the Senate to become Vice President, Kamala Harris scored an “F.” But …",https://time.com/7095695/kamala-harris-liz-cheney-abortion/,Campaign Strategies and Public Engagement,Positive
69,Business Insider,"lvaranasi@insider.com (Lakshmi Varanasi,Katie Balevic)",The FTC is readying an investigation into Microsoft's cloud-computing business: report,"The Federal Trade Commission, led by Lina Khan, had previously sought public feedback on Microsoft's cloud computing business.",https://www.businessinsider.com/ftc-preparing-to-investigate-microsoft-report-lina-khan-2024-11,Campaign Strategies and Public Engagement,Neutral
71,ABC News,"Fritz Farrow, Gabriella Abdul-Hakim, Will McDuffie","Harris, Obama to campaign together for 1st time at star-studded Georgia rally",Vice President Kamala Harris will campaign with former President Barack Obama for the first time Thursday night in must-win Georgia at a star-studded rally.,https://abcnews.go.com/Politics/harris-obama-campaign-1st-time-star-studded-georgia/story?id=115107333,Campaign Strategies and Public Engagement,Positive
72,ABC News,Alexandra Hutzler,Michelle Obama returns to political spotlight for final sprint of 2024 campaign,"Michelle Obama, who has made clear her dislike of partisan politics, is putting her considerable star power behind Kamala Harris and against Donald Trump.",https://abcnews.go.com/Politics/michelle-obama-returns-political-spotlight-final-sprint-2024/story?id=115233546,Campaign Strategies and Public Engagement,Positive
73,ABC News,Julia Cherner,Mark Cuban says Trump ‘absolutely’ has ‘fascist tendencies’,"“I do believe Donald Trump poses a threat,” the billionaire entrepreneur backing Kamala Harris told ABC “This Week” co-anchor Jonathan Karl.",https://abcnews.go.com/Politics/mark-cuban-trump-absolutely-fascist-tendencies/story?id=115181894,Campaign Strategies and Public Engagement,Positive
74,ABC News,"Gabriella Abdul-Hakim, Fritz Farrow, Will McDuffie",Harris to have moderated conversations with Liz Cheney in 3 battleground states,"Vice President Kamala Harris will do a series of moderated conversations with former Rep. Liz Cheney in the battleground states of Pennsylvania, Michigan and Wisconsin.",https://abcnews.go.com/Politics/harris-moderated-conversations-liz-cheney-3-battleground-states/story?id=114990344,Campaign Strategies and Public Engagement,Positive
75,ABC News,Emily Chang,College students in swing states could make an impact with registration decisions,Kamala Harris and Donald Trump are working to court young voters -- some of whom may have switched their voter registration to cast ballots in their college towns.,https://abcnews.go.com/Politics/college-students-battleground-states-make-election-impact-registration/story?id=114725305,Campaign Strategies and Public Engagement,Neutral
78,ABC News,ABC News,WATCH: Billie Eilish urges fans to 'vote for women’s rights' at Georgia concert,"Billie Eilish encouraged fans to ""vote for women’s rights” during her concert in Atlanta on Saturday. The singer previously endorsed Kamala Harris on Instagram in September.",https://abcnews.go.com/Entertainment/video/billie-eilish-urges-fans-vote-womens-rights-georgia-115496300,Campaign Strategies and Public Engagement,Positive
79,ABC News,"Emily Chang, Brittany Shepherd",Harris maintains polling lead among young voters as both candidates ramp up appeals,Former President Donald Trump and Vice President Kamala Harris have ramped up their courtship of young voters to push their candidacies over the finish line.,https://abcnews.go.com/Politics/harris-maintains-lead-young-voters-candidates-ramp-appeals/story?id=115273335,Campaign Strategies and Public Engagement,Neutral
84,ABC News,ABC News,WATCH: Eminem introduces Obama at campaign rally in Detroit,Rapper Eminem took the stage in his home state of Michigan to introduce former President Barack Obama at a campaign event for Vice President Kamala Harris.,https://abcnews.go.com/Politics/video/eminem-introduces-obama-campaign-rally-detroit-115048964,Campaign Strategies and Public Engagement,Positive
94,Business Insider,John L. Dorman,"The election is still incredibly close with 2 weeks to go, with warning signs for both Trump and Harris in the Sun Belt",Harris and Trump are looking to firm up voters in their respective coalitions while also winning crossover support that could secure them victory.,https://www.businessinsider.com/harris-trump-presidential-election-swing-state-polls-sun-belt-2024-10,Campaign Strategies and Public Engagement,Positive
98,Business Insider,Alice Tecotzky,I spent a day talking to voters in a crucial swing county in Pennsylvania. It's clear the economy is make-or-break for Harris and Trump alike.,Voters talked about inflation concerns more than anything else. Their answers reinforced how much the cost of every-day goods will impact the election.,https://www.businessinsider.com/pennsylvania-grocery-store-voters-talk-economy-inflation-harris-trump-2024-10,Campaign Strategies and Public Engagement,Neutral
99,Business Insider,"John L. Dorman,Brent D. Griffiths,Joshua Nelken-Zitser",Trump wins the 2024 presidential election,Former President Donald Trump campaigned largely on a message that he would be the best candidate for Americans' pocketbooks.,https://www.businessinsider.com/donald-trump-wins-presidential-election-race-2024-11,Campaign Strategies and Public Engagement,Negative
100,Business Insider,"Noah Sheidlower,Alice Tecotzky,Kwan Wei Kevin Tan,Beatrice Nolan",Trump 'won fair and square': Business leaders from Mark Cuban to David Sacks react to election result,Here is what some of the most influential business figures have to say about Donald Trump winning the election.,https://www.businessinsider.com/business-leaders-react-donald-trump-winning-election-silicon-valley-2024-11,Campaign Strategies and Public Engagement,Neutral
103,Business Insider,Theron Mohamed,Voters worldwide are angry about higher prices and keep punishing those in power,"Incumbent governments have lost ground in Britain, France, Japan, India, and elsewhere this year, setting the stage for Donald Trump's victory.",https://www.businessinsider.com/trump-harris-election-incumbents-inflation-living-costs-immigration-economy-politics-2024-11,Campaign Strategies and Public Engagement,Negative
115,ABC News,"Alexandra Hutzler, Ivan Pereira, Tal Axelrod, Meredith Deliso, Emily Chang","2024 election updates: Michelle Obama, Harris pump up Michigan crowd",The presidential candidates are spending Saturday making their case to voters in the key state.,https://abcnews.go.com/Politics/live-updates/2024-election-updates-harris-heads-texas-highlight-abortion/?id=115137328,Campaign Strategies and Public Engagement,Positive
116,Business Insider,Natalie Musumeci,"Inside the litigation election, where lawyers on both sides are duking it out in the courts like never before","While preelection litigation might not feel essential democratic presidential elections, they're becoming a keystone political strategy.",https://www.businessinsider.com/election-litigation-donald-trump-kamala-harris-democrats-republicans-2024-10,Campaign Strategies and Public Engagement,Neutral
119,Time,Simmone Shah,All the Celebrities Hitting the Trail for Harris and Trump,"With just over a week until Election Day on Nov. 5, celebrities are continuing to hit the campaign trail in swing states.",https://time.com/7098928/celebrities-hitting-the-trail-for-harris-trump/,Campaign Strategies and Public Engagement,Positive
122,Business Insider,Bryan Metzger,Trump's chaotic Madison Square Garden rally could muddy his closing economic pitch — and give Democrats a last-minute chance to shake up the race,"It remains to be seen how Puerto Rican voters will respond to Trump's rally, but Republicans were quick to condemn the comedian's remarks.",https://www.businessinsider.com/trump-madison-square-garden-rally-overshadow-economy-puerto-rico-2024-10,Campaign Strategies and Public Engagement,Neutral
123,Business Insider,kcloonan@insider.com (Kelly Cloonan),Tesla surges 13% as market sees Donald Trump's presidency benefiting key ally Elon Musk,Tesla stock soared 13% on Wednesday after the election result. CEO Elon Musk was among Trump's most vocal and high-powered backers during the campaign.,https://markets.businessinsider.com/news/stocks/tesla-stock-price-trump-win-elon-musk-election-tsla-2024-11,Campaign Strategies and Public Engagement,Neutral
124,Buzzfeed,Buzzfeed Staff,We Refuse To Go Back. We Endorse Kamala Harris For President.,"We can't believe we even need to say this, BUT WE CLEARLY DO.View Entire Post ›",https://www.buzzfeed.com/buzzfeedstaff/buzzfeed-endorses-kamala-harris-for-president,Campaign Strategies and Public Engagement,Positive
125,Business Insider,Joshua Nelken-Zitser,"Republicans are mobilizing expat votes for Trump in Israel, hoping to tip the scale in battleground states",Republicans in Israel are targeting the country's American expat community—the world's fourth-largest—hoping it tips the scale in a close election.,https://www.businessinsider.com/american-republicans-in-israel-mobilizing-expat-vote-for-trump-2024-10,Campaign Strategies and Public Engagement,Negative
126,Time,Chantelle Lee,The DNC Launches Taylor Swift-Themed Campaign Ahead of Election,The DNC announced the campaign the same day that the pop superstar is set to perform an Eras Tour show in Miami.,https://time.com/7094501/dnc-taylor-swift-themed-campaign/,Campaign Strategies and Public Engagement,Positive
127,ABC News,Michelle Stoddart,"Biden congratulates Trump, invites him to meeting at White House","President Joe Biden spoke on the phone with former President Donald Trump on Wednesday and ""congratulated him on his victory,"" the White House said in a statement.",https://abcnews.go.com/Politics/biden-congratulates-trump-phone-call-invites-meeting-white-house/story?id=115560662,Campaign Strategies and Public Engagement,Negative
128,Time,Cecilia D'Anastasio / Bloomberg,How the Trump and Harris Campaigns Are Chasing the Gamer Vote,"Video games are the latest battleground for candidates chasing young voters, particularly young men.",https://time.com/7113706/trump-harris-campaign-gamer-vote/,Campaign Strategies and Public Engagement,Neutral
135,Time,Rebecca Schneid,The Presidential Podcast Media Tour,"In the lead up to the election, Harris and Trump have taken to appearing on podcasts to engage with potential voters.",https://time.com/7099104/presidential-podcast-media-tour-donald-trump-kamala-harris/,Campaign Strategies and Public Engagement,Neutral
139,ABC News,"Alexandra Hutzler, David Brennan, Meredith Deliso, Julia Reinstein","2024 election updates: Harris, Trump scramble for votes in frenzied final push","With just hours left to Election Day, it's a neck-and-neck race to the finish.",https://abcnews.go.com/Politics/live-updates/2024-election-updatesharris-trump-scramble-votes-frenzied-final/?id=115455767,Campaign Strategies and Public Engagement,Neutral
140,Time,Charlotte Alter,Some Democrats Believe This Might Be An Abortion Election After All,The Harris campaign sees abortion as key both to turbocharging the Democratic base and persuading swing voters,https://time.com/7098669/harris-campaign-abortion-women/,Campaign Strategies and Public Engagement,Positive
141,Time,Brian Bennett,Why Harris’ Closing Argument Is Focused More on Trump Than Her,The Harris campaign says their focus groups show undecided voters are best swayed by talking about the threat Trump poses in a second term,https://time.com/7097682/kamala-harris-trump-swing-states/,Campaign Strategies and Public Engagement,Positive
143,Time,Philip Elliott,Harris’ Big Speech Is a Trap For Trump,Harris is baiting Trump into defending his actions on Jan. 6 in the days before Election Day with the location of her primetime speech,https://time.com/7133129/kamala-harris-trump-ellipse-rally/,Campaign Strategies and Public Engagement,Positive
144,ABC News,ABC News,"WATCH: Trump, Harris prepare for election night",ABC News contributor Cristina Tzintzún Ramirez and former RNC staff member Cassie Smedile talk about the candidates’ campaign strategies.,https://abcnews.go.com/Politics/video/trump-harris-prepare-election-night-115531923,Campaign Strategies and Public Engagement,Neutral
150,ABC News,Selina Wang,"Mark Cuban says he proposed Elon Musk meet Harris, but her team declined","Businessman Mark Cuban told ABC News that with two weeks until Election Day, the vice president has momentum on her side, but that she can improve as a salesperson.",https://abcnews.go.com/Politics/mark-cuban-proposed-elon-musk-meet-harris-team/story?id=115040415,Campaign Strategies and Public Engagement,Negative
165,Business Insider,Erin Snodgrass,"Joe Rogan endorsed Donald Trump, saying Elon Musk made a 'compelling case' for the former president","Joe Rogan, who interviewed Donald Trump on his podcast, has been critical of Trump. But he said Elon Musk made a ""compelling case"" for Trump.",https://www.businessinsider.com/joe-rogan-endorses-donald-trump-on-eve-of-election-2024-11,Campaign Strategies and Public Engagement,Neutral
176,Time,Chad de Guzman,Harris Campaign Highlights J.D. Vance’s Ties to Commentator CNN Pulled for On-Air ‘Racism’,"Ryan Girdusky, a political consultant with ties to J.D. Vance, was banned by CNN after likening a pro-Palestinian fellow panelist to a terrorist.",https://time.com/7122829/ryan-girdusky-mehdi-hasan-cnn-panel-beeper-racism-jd-vance/,Campaign Strategies and Public Engagement,Positive
178,ABC News,"Hannah Demissie, Julian Kim, Geoffrey Skelley",Trump campaign looks to Vance to help them over the finish line in Pennsylvania,"After being named former President Donald Trump's running mate, it was clear that one of Sen. JD Vance's primary roles was to help win Pennsylvania.",https://abcnews.go.com/Politics/trump-campaign-vance-finish-line-pennsylvania/story?id=115470287,Campaign Strategies and Public Engagement,Neutral
182,ABC News,ABC News,WATCH: Trump: 'We overcame obstacles that nobody thought possible',"Former Pres. Trump addressed supporters on Election Night: “This was a movement like nobody’s ever seen before, and frankly, I believe this was the greatest political movement of all-time.”",https://abcnews.go.com/US/video/trump-overcame-obstacles-thought-115554812,Campaign Strategies and Public Engagement,Neutral
183,Business Insider,"Geoff Weiss,Grace Eliza Goodwin",Elon Musk is becoming a key part of Trump's get-out-the-vote plan,Elon Musk has increasingly thrown his massive influence — and wallet — behind Trump as Election Day nears.,https://www.businessinsider.com/elon-musk-america-super-pac-trump-turn-out-voters-2024-10,Campaign Strategies and Public Engagement,Neutral
186,Business Insider,Kelsey Vlamis,"Trump scores a Joe Rogan interview for the first time, with an eye on male voters",Joe Rogan's interview with Donald Trump would be the former president's latest appearance on a podcast that attracts young men.,https://www.businessinsider.com/trump-joe-rogan-interview-podcast-young-male-voters-2024-10,Campaign Strategies and Public Engagement,Neutral
198,Time,ADRIANA GOMEZ LICON and MICHELLE L. PRICE / AP,Trump Says His New York Rally Marked by Crude and Racist Insults Was a ‘Lovefest’,"Donald Trump called his rally at New York's Madison Square Garden, an event marked by crude and racist insults, a “lovefest.”",https://time.com/7134318/donald-trump-madison-square-garden-rally-insults-lovefest/,Campaign Strategies and Public Engagement,Neutral
205,Business Insider,"sstokes@insider.com (Samantha Stokes,Riddhi Kanetkar,Helen Li)",Silicon Valley is betting a Musk-inspired Trump could unleash a startup boom,"Silicon Valley anticipates growth with Trump's election and Elon Musk's support, expecting deregulation to boost innovation and ease mergers for startups and tech giants.",https://www.businessinsider.com/elon-musk-could-help-deregulate-tech-amid-a-trump-victory-2024-11,Campaign Strategies and Public Engagement,Neutral
214,ABC News,Tal Axelrod,John Kelly comes out swinging against Trump,"John Kelly, a former chief of staff to former President Donald Trump, hammered his former boss in a stunningly public fashion Tuesday just two weeks before Election Day.",https://abcnews.go.com/Politics/john-kelly-swinging-trump/story?id=115061457,Campaign Strategies and Public Engagement,Neutral
221,ABC News,"Soo Rin Kim, Lalee Ibssa, Kelsey Walsh, Sarah Beth Hensley",Racist comments at Trump's Madison Square Garden rally overshadow 'closing argument',Former president Donald Trump's rally at Madison Square Garden on Sunday included divisive language and racist insults.,https://abcnews.go.com/Politics/racist-crude-comments-trumps-madison-square-garden-rally/story?id=115213429,Campaign Strategies and Public Engagement,Neutral
232,Al Jazeera English,,Kamala Harris calls voters from DNC phone bank,Democratic presidential candidate Kamala Harris thanks volunteers and calls voters at a phone bank.,https://www.aljazeera.com/program/newsfeed/2024/11/5/kamala-harris-calls-voters-from-dnc-phone-bank,Campaign Strategies and Public Engagement,Neutral
238,Al Jazeera English,,“We are not going back”: Harris rallies supporters on eve of election,Democratic presidential candidate Kamala Harris rallied her supporters in the must-win swing state of Pennsylvania.,https://www.aljazeera.com/program/newsfeed/2024/11/5/we-are-not-going-back-harris-rallies-supporters-on-eve-of-election,Campaign Strategies and Public Engagement,Neutral
243,Al Jazeera English,Tyler Hicks,Here come the US election 2024 celebrity endorsements – but do they matter?,"Celebrities have been revealing their presidential preferences, largely falling down on the side of Kamala Harris.",https://www.aljazeera.com/news/2024/11/3/here-come-the-us-election-2024-celebrity-endorsements-but-do-they-matter,Campaign Strategies and Public Engagement,Neutral
247,Al Jazeera English,Sarah Shamim,US election results: How did Donald Trump break the ‘blue wall’?,"Here's how President-elect Donald Trump managed to defeat Kamala Harris in Pennsylvania, Wisconsin and Michigan.",https://www.aljazeera.com/news/2024/11/7/us-election-results-how-did-donald-trump-break-the-blue-wall,Campaign Strategies and Public Engagement,Neutral
250,Al Jazeera English,Sarah Shamim,Beyond abortion rights: Why did Kamala Harris lose women’s votes?,The number of American women voting Democratic declines after Joe Biden's election to the presidency. Why?,https://www.aljazeera.com/news/2024/11/7/beyond-abortion-rights-why-did-kamala-harris-lose-womens-votes,Campaign Strategies and Public Engagement,Negative
251,Al Jazeera English,Yashraj Sharma,US election: Why is Kamala Harris losing Indian American voters?,She could become the Indian American president. So why is she bleeding votes - to Trump's advantage?,https://www.aljazeera.com/news/2024/11/1/us-election-why-is-kamala-harris-losing-indian-american-voters,Campaign Strategies and Public Engagement,Negative
252,Al Jazeera English,Ali Harb,"‘We warned you,’ Arab Americans in Michigan tell Kamala Harris",A shift away from pro-Israel Democrats in communities like Dearborn underscores anger over war in Gaza and Lebanon.,https://www.aljazeera.com/news/2024/11/6/we-warned-you-arab-americans-in-michigan-tell-kamala-harris,Campaign Strategies and Public Engagement,Negative
259,Al Jazeera English,,"Bruce Springsteen, Samuel L Jackson, Spike Lee, rally for Harris",Musician Bruce Springsteen condemned Donald Trump as “an American tyrant” at an election rally for Kamala Harris.,https://www.aljazeera.com/program/newsfeed/2024/10/25/bruce-springsteen-samuel-l-jackson-spike-lee-rally-for-harris,Campaign Strategies and Public Engagement,Positive
263,Al Jazeera English,,Trump courts Muslim voters as Kamala Harris holds rival rally in Michigan,Donald Trump appealed to Muslim voters in the battleground state of Michigan as Michelle Obama endorsed Kamala Harris.,https://www.aljazeera.com/program/newsfeed/2024/10/27/trump-courts-muslim-voters-as-kamala-harris-holds-rival-rally-in-michigan,Campaign Strategies and Public Engagement,Neutral
270,ABC News,"Soo Rin Kim, Lalee Ibssa, Kelsey Walsh",Trump to hold rally in Pennsylvania city with Latino-majority population,It comes after a racist comments about Puerto Rico at his New York rally.,https://abcnews.go.com/Politics/trump-hold-rally-pennsylvania-city-latino-majority-population/story?id=115273609,Campaign Strategies and Public Engagement,Neutral
273,ABC News,Emily Chang,These Americans told pollsters Trump is a fascist. They’ll still vote for him,"Among registered voters who say Trump is a fascist, 8% support him anyway.",https://abcnews.go.com/Politics/americans-told-pollsters-trump-fascist-theyll-vote/story?id=115152532,Campaign Strategies and Public Engagement,Neutral
283,ABC News,STEPHANY MATAT Associated Press,Florida Sen. Rick Scott seeks reelection with an eye toward top GOP leadership post,Republican U.S. Sen. Rick Scott is hoping a reelection victory could position him for a Senate leadership role,https://abcnews.go.com/US/wireStory/florida-sen-rick-scott-seeks-reelection-eye-top-115503465,Campaign Strategies and Public Engagement,Neutral
285,Time,Donovan McAbee,My Christian Faith Won’t Let Me Vote for Donald Trump or His Disciples,"In Trump, Evangelicals have found a candidate who allows to foment hate, all in the name of God, writes Donovan McAbee.",https://time.com/7098605/christian-faith-donald-trump-vote-essay/,Campaign Strategies and Public Engagement,Neutral
287,Al Jazeera English,Dwayne Oxford,Can Liz Cheney help Kamala Harris’s campaign? Or will she hurt her?,Polls suggest some Republican voters are willing to back Harris. But she could also bleed votes because of Cheney.,https://www.aljazeera.com/news/2024/10/25/can-liz-cheney-help-kamala-harriss-campaign-or-will-she-hurt-her,Campaign Strategies and Public Engagement,Neutral
301,Business Insider,Natalie Musumeci,Investors accuse the ex-CEO of the company that helped take Trump Media public of stiffing them out of millions of shares,"The lawsuit alleges Florida businessman Patrick Orlando ""engaged in malicious and intentional self-dealing of monumental proportions.""",https://www.businessinsider.com/ex-ceo-patrick-orlando-lawsuit-trump-media-investors-shares-2024-11,Campaign Strategies and Public Engagement,Neutral
302,Al Jazeera English,,Video: Obama raps Eminem’s ‘Lose Yourself’ at Harris rally,Former US President Barack Obama rapped lyrics from Eminem’s ‘Lose Yourself’ at a Harris rally.,https://www.aljazeera.com/program/newsfeed/2024/10/23/video-obama-raps-eminems-lose-yourself-at-harris-rally,Campaign Strategies and Public Engagement,Positive
303,Business Insider,John L. Dorman,Democrats are using January 6 to hammer the GOP in state legislative races in a push to flip key seats,The Democratic Legislative Campaign Committee is revving up its push to defeat 2020 election deniers with just days left to go.,https://www.businessinsider.com/democrats-january-6-gop-state-legislative-races-trump-2024-10,Campaign Strategies and Public Engagement,Negative
