row_number,source,author,title,description,url,category,coverage
204,ABC News,ABC NEWS,WaPo editor on how the 2024 election will be remembered,"Mary Jordan, an associate editor at The Washington Post and author of “The Art of Her Deal: The Untold Story of Melania Trump,"" talks about the 2024 election.",https://abcnews.go.com/US/washington-post-editor-2024-presidential-election-remembered/story?id=115565775,Cultural Influence and Public Perception,Neutral
209,Business Insider,Eve Crosbie,"How Bruce Springsteen, 75, stays in shape for his 3-hour-plus concerts",Bruce Springsteen's new documentary offers some fresh insight into how he manages to stay in shape.,https://www.businessinsider.com/bruce-springsteen-how-stays-in-shape-at-75-diet-exercise-2024-10,Cultural Influence and Public Perception,Neutral
220,ABC News,"Olivia Rubin, Will Steakin, Lucien Bruggeman",Trump and Harris teams head to court in flurry of pre-election lawsuits,"With two weeks until Election Day, officials say the 2024 race is already the most litigated in history as the Trump and Harris campaigns face off over election claims.",https://abcnews.go.com/US/litigation-election-trump-harris-teams-head-court-flurry/story?id=114992499,Cultural Influence and Public Perception,Negative
222,Al Jazeera English,Dwayne Oxford,How did Kamala Harris’s campaign rack up a debt after record fundraising?,The $20m spent on celebrity concerts draws scrutiny amid reports of a matching debt despite $1bn in earnings.,https://www.aljazeera.com/news/2024/11/14/how-did-kamala-harriss-campaign-rack-up-a-debt-after-record-fundraising,Cultural Influence and Public Perception,Negative
257,Al Jazeera English,Al Jazeera,Fact check: Kamala Harris’s speech at the White House Ellipse,Harris spoke at the site of Trump's 'Save America' rally one week ahead of the election. We fact-checked her claims.,https://www.aljazeera.com/news/2024/10/30/fact-check-kamala-harriss-speech-at-the-white-house-ellipse,Cultural Influence and Public Perception,Neutral
278,ABC News,ABC News,WATCH: First lady wears panda costume as Bidens host Halloween at the White House,"President Joe Biden and first lady Jill Biden, who wore a giant panda costume, hosted trick-or-treaters at the White House on Wednesday for the final time.",https://abcnews.go.com/US/video/lady-wears-panda-costume-bidens-host-halloween-white-115335145,Cultural Influence and Public Perception,Neutral
289,Al Jazeera English,Alice Speri,Why has Kamala Harris downplayed her gender and race in US election campaig,"Experts say that Harris has avoided highlighting 'identity politics', as election rivals paint her as a 'DEI hire'.",https://www.aljazeera.com/news/2024/10/30/why-has-kamala-harris-downplayed-her-gender-and-race-on-the-campaign-trail,Cultural Influence and Public Perception,Neutral
304,Business Insider,Erin Liam,Stevie Nicks says that going through with her pregnancy in 1979 would have 'destroyed' Fleetwood Mac,"""It would've been a nightmare scenario for me to live through,"" Stevie Nicks said about the pregnancy in an interview with CBS News.",https://www.businessinsider.com/stevie-nicks-abortion-kept-fleetwood-mac-reproductive-rights-roe-wade-2024-10,Cultural Influence and Public Perception,Neutral
310,Al Jazeera English,Alice Speri,What does Kamala Harris’s loss in the 2024 election mean for the US?,"Analysts say race and gender played a significant role in Harris's defeat, but so did voter disillusionment.",https://www.aljazeera.com/news/2024/11/6/what-does-kamala-harriss-loss-in-the-2024-election-mean-for-the-us,Cultural Influence and Public Perception,Negative
311,Business Insider,tmohamed@insider.com (Theron Mohamed),"These 7 experts explain why Trump won, Harris lost — and what the election result means","Commentators credited Donald Trump's victory to factors including voter backlash against elites, Kamala Harris' shortcomings, and strong messaging.",https://www.businessinsider.com/donald-trump-election-win-analysis-harris-immigration-abortion-economy-musk-2024-11,Cultural Influence and Public Perception,Negative
313,ABC News,"Soo Rin Kim, Lalee Ibssa, Kelsey Walsh",How Trump has undermined public trust in election system leading up to 2024 race,Donald Trump's rhetoric on election integrity has deeply affected many of his supporters' perception of the U.S. election system.,https://abcnews.go.com/Politics/trump-undermined-public-trust-election-system-leading-2024/story?id=115102966,Cultural Influence and Public Perception,Positive
323,Al Jazeera English,,How Kamala Harris and the Democrats lost the 2024 US election,Marc Lamont Hill dissects the reasons behind a historic election victory for Donald Trump.,https://www.aljazeera.com/program/upfront/2024/11/8/how-kamala-harris-and-the-democrats-lost-the-2024-us-election,Cultural Influence and Public Perception,Negative
324,Al Jazeera English,,Video: Trump visits McDonald’s and Harris gets birthday wishes,"Candidate Donald Trump made a campaign stop at a McDonald’s, while Harris celebrated her birthday at a church.",https://www.aljazeera.com/program/newsfeed/2024/10/21/video-trump-visits-mcdonalds-and-harris-gets-birthday-wishes,Cultural Influence and Public Perception,Neutral
325,ABC News,Alexandra Hutzler,What Trump's comeback reveals about American voters: ANALYSIS,Trump's historic climb back to the White House is a capstone of his singular stamp on American politics.,https://abcnews.go.com/Politics/trumps-political-comeback-complete-american-voters-analysis/story?id=115645252,Cultural Influence and Public Perception,Negative
326,Al Jazeera English,,Trump vs Harris: Where they stand on Iran,US-Iran Relations,https://www.aljazeera.com/program/pinch-point/2024/10/28/trump-vs-harris-where-they-stand-on-iran,Cultural Influence and Public Perception,Neutral
332,ABC News,Selina Wang,Officials wary of retribution if they speak out against Trump: Former Pence adviser,Olivia Troye told ABC News said she's been speaking to other military leaders and cabinet officials who served under Trump who are debating speaking out against Trump.,https://abcnews.go.com/Politics/military-officials-debating-speaking-trump-wary-retribution-former/story?id=115075214,Cultural Influence and Public Perception,Positive
334,ABC News,Mary Kekatos,"Election season may be causing stress, anxiety: Here's how to cope","As Election Day draws near, many Americans may be experiencing stress and anxiety. Here's how to cope.",https://abcnews.go.com/Health/election-season-causing-stress-anxiety-cope/story?id=115222385,Cultural Influence and Public Perception,Neutral
340,Al Jazeera English,,Is the US election really a choice between genocide or fascism?,Marc Lamont Hill speaks to Trump’s ex-Chief of Staff and asks progressives: vote Blue or abandon Harris?,https://www.aljazeera.com/program/upfront/2024/11/1/is-the-us-election-really-a-choice-between-genocide-or-fascism,Cultural Influence and Public Perception,Negative
344,ABC News,Nathaniel Rakich,Which states have the most — and least — accurate polls?,"Polling is more accurate in swing states, especially in the Sun Belt.",https://abcnews.go.com/538/states-accurate-polls/story?id=115108709,Cultural Influence and Public Perception,Neutral
347,ABC News,Meredith Deliso,"JD Vance's wife, Usha Vance, set to become history-making second lady","With Ohio Sen. JD Vance set to become the next vice president, Usha Vance is set to be the first Indian American second lady in the White House.",https://abcnews.go.com/Politics/usha-vance-set-become-second-lady/story?id=115121983,Cultural Influence and Public Perception,Neutral
348,CBC News,,Kamala Harris drinks wine and plays Connect 4 in joyful post-election pic posted by her niece,"What would you do if you'd just been dealt a devastating, extremely public defeat? If your answer is ""drink wine in leggings,"" then Vice-President and former Democratic U.S. presidential candidate Kamala Harris can do you one better: Drink wine in leggings, s…",https://www.cbc.ca/news/world/kamala-harris-wine-instagram-1.7380097,Cultural Influence and Public Perception,Positive
351,ABC News,"Shafiq Najib, Ariane Nalty","First lady Jill Biden unveils revamped White House tour, talks legacy and more","The upgraded tour, now open to the public, includes interactive displays and 3D renderings.",https://abcnews.go.com/GMA/Culture/jill-biden-unveils-revamped-white-house-tour/story?id=114974561,Cultural Influence and Public Perception,Neutral
353,ABC News,AMY TAXIN Associated Press,How immigrants who just became US citizens plan to vote in the 2024 election,"At a recent naturalization ceremony, nine immigrants from countries spanning from Lebanon and Germany to Taiwan and Mexico took their oaths to become American citizens",https://abcnews.go.com/Politics/wireStory/immigrants-us-citizens-plan-vote-2024-election-115360306,Cultural Influence and Public Perception,Neutral
362,USA Today,"Sara Pequeño, USA TODAY","Opinion: Trump said so many stupid things this week, I decided to just round them up","We're nearly two weeks away from the 2024 presidential election, and Donald Trump is growing more unhinged by the minute.",https://www.usatoday.com/story/opinion/columnist/2024/10/19/election-trump-lies-immigrants-abortion-record/75719502007/,Cultural Influence and Public Perception,Positive
366,Al Jazeera English,,Trump adviser calls 2024 election ‘the greatest political comeback’,Roger Stone told Al Jazeera that Donald Trump’s performance in the election was the ‘the greatest political comeback',https://www.aljazeera.com/program/newsfeed/2024/11/6/trump-adviser-calls-2024-election-the-greatest-political,Cultural Influence and Public Perception,Negative
367,Al Jazeera English,,Arab Americans desert the Democrats over support for Israel,"Trump won the city of Dearborn, Michigan, which has the highest percentage of Arab Americans in the US.",https://www.aljazeera.com/program/newsfeed/2024/11/7/arab-americans-desert-the-democrats-over-support-for-israel,Cultural Influence and Public Perception,Negative
368,Time,Rebecca Brenner Graham / Made by History,Frances Perkins Was the First Woman to Serve in a U.S. Presidential Cabinet. It’s No Coincidence She’s Having a Moment,The current political moment is reshaping the narrative about the first woman to serve in a presidential cabinet.,https://time.com/7024196/frances-perkins-history/,Cultural Influence and Public Perception,Neutral
371,CBC News,,The women's wave fell short for Kamala Harris. What happened?,"During an antagonistic race for the White House, both candidates tried to turn the gender gap among voters to their advantage, with Harris focusing on reproductive freedom as a cornerstone of her campaign and Trump doubling down on a hypermasculine strategy t…",https://www.cbc.ca/news/world/us-election-trump-harris-male-female-voter-gap-1.7375719,Cultural Influence and Public Perception,Negative
375,New York Magazine,Ed Kilgore,Kamala Harris Came Much Closer to Winning Than You Think,"Nobody should blame Kamala Harris for Trump’s election. In retrospect, the Biden administration’s perceived failures were a hill too steep to climb, but Harris came closer that you might think to an Electoral College win.",http://nymag.com/intelligencer/article/harris-campaign-battleground-states-electoral-college.html,Cultural Influence and Public Perception,Positive
376,Al Jazeera English,Al Jazeera,"US Women’s March 2024: Huge rally in DC to back Harris, abortion rights","Thousands of women rally in Washington, DC for Harris and reproductive rights days before elections",https://www.aljazeera.com/gallery/2024/11/3/us-womens-march-2024-huge-rally-in-dc-to-back-harris-abortion-rights,Cultural Influence and Public Perception,Positive
379,Time,Mark K. Updegrove,Why Biden Is One of the Great One-Term Presidents,The 46th President is one of the best one-term leaders in U.S. history. But Trump's reelection hangs over everything Biden achieved.,https://time.com/7174296/president-biden-legacy/,Cultural Influence and Public Perception,Neutral
380,Al Jazeera English,Donald Earl Collins,Harris will not be a president for marginalised folks – in the US or abroad,Anybody voting for Harris in this election should be honest about why.,https://www.aljazeera.com/opinions/2024/11/1/harris-will-not-be-a-president-for-marginalised-folks-in-the-us-or-abroad,Cultural Influence and Public Perception,Negative
382,Al Jazeera English,Al Jazeera Staff,"US election: 9 days left – What polls say, what Harris and Trump are up to",Harris will campaign on Sunday in Democratic stronghold of Philadelphia in Pennsylvania while Trump will visit New York.,https://www.aljazeera.com/news/2024/10/27/us-election-9-days-left-what-polls-say-what-harris-and-trump-are-up,Cultural Influence and Public Perception,Neutral
384,Al Jazeera English,Al Jazeera,US voters cast ballots with security tight as election campaign nears end,Several states increase security measures amid bomb threats as Trump and Harris make final pleas to supporters.,https://www.aljazeera.com/news/2024/11/5/us-voters-cast-ballots-with-security-tight-as-election-campaign-nears-end,Cultural Influence and Public Perception,Negative
385,Al Jazeera English,Ahmad Ibsais,Don’t dare blame Arab and Muslim Americans for Trump’s victory,"We did not betray the Democratic Party, the Democratic Party betrayed us.",https://www.aljazeera.com/opinions/2024/11/7/dont-dare-blame-arab-and-muslim-americans-for-trumps-victory,Cultural Influence and Public Perception,Neutral
388,Time,J. Jacob Calhoun / Made by History,What Democrats Can Learn from America’s First Black Voters,"After the Civil War, Black voters faced danger and violence—and they fought for political power against all odds.",https://time.com/7176913/first-black-voters/,Cultural Influence and Public Perception,Neutral
405,CBC News,,"Trump allies make crude, false and racist Harris remarks at NYC rally","Speakers labelled Puerto Rico a ""floating island of garbage,"" called Democratic Vice-President Kamala Harris ""the devil,"" and likened the former California attorney general vying to become the first woman and Black woman president to a prostitute.",https://www.cbc.ca/news/world/trump-nyc-rally-speakers-crude-false-racist-harris-remarks-1.7365283,Cultural Influence and Public Perception,Negative
415,CBC News,,"As Kamala Harris makes final appeal to U.S. voters in Philly, her supporters hope it's a seismic moment","Kamala Harris is holding her final campaign rally in Philadelphia on Monday night. While Harris herself has downplayed the historic nature of her candidacy, on the evening before election day, her supporters told CBC News it feels like a significant moment.",https://www.cbc.ca/news/world/kamala-harris-final-campaign-rally-philadelphia-1.7373100,Cultural Influence and Public Perception,Positive
417,MSNBC,Evette Dionne,This photo of Kamala Harris shows us exactly how to survive Trump's second term,Vice President Kamala Harris' niece Meena Harris shared photos of the vice president playing Connect 4 with Meena's granddaughters.,https://www.msnbc.com/opinion/msnbc-opinion/kamala-harris-grand-nieces-photo-election-rcna179692,Cultural Influence and Public Perception,Positive
428,ABC News,Max Zahn,Elon Musk says Trump's economic plans could cause 'temporary hardship',"Musk, the world's richest person, is a prominent supporter of Trump.",https://abcnews.go.com/US/elon-musk-trumps-economic-plans-cause-temporary-hardship/story?id=115316405,Cultural Influence and Public Perception,Neutral
436,Al Jazeera English,Patrick Gathara,"Backers of incumbent accuse US voters of racism, sexism for electing felon",Supporters of VP Harris turn to tribal rhetoric to excuse devastating election loss against white-wing former strongman.,https://www.aljazeera.com/opinions/2024/11/8/backers-of-incumbent-accuse-us-voters-of-racism-sexism-for-electing-felon,Cultural Influence and Public Perception,Negative
462,New York Magazine,Sarah Jones,Kamala Harris Squandered Her Opportunity to Win,"Sarah Jones writes that voters, especially women, wanted change and did not trust Harris or the Democratic Party to deliver.",http://nymag.com/intelligencer/article/kamala-harris-opportunity-squandered.html,Cultural Influence and Public Perception,Negative
480,Al Jazeera English,Maziar Motamedi,Iran’s big question about US election: Will Trump or Harris seek diplomacy?,Tehran says its tactics might change but who ends up winning the White House won't alter its strategies.,https://www.aljazeera.com/news/2024/11/5/irans-big-question-about-us-election-will-trump-or-harris-seek-diplomacy,Cultural Influence and Public Perception,Neutral
484,Al Jazeera English,Sarah Shamim,What is the 4B feminist movement from S Korea that’s taking off in the US?,Trump's win has lead some US women to want to swear off men completely following sexist remarks and stance on abortion.,https://www.aljazeera.com/news/2024/11/9/what-is-the-4b-feminist-movement-from-s-korea-thats-taking-off-in-the-us,Cultural Influence and Public Perception,Neutral
