row_number,source,author,title,description,url,category,coverage
41,Time,Phillip Elliott / Detroit,Harris Urges Detroit to ‘Break Some Records’ as Early Vote Begins in Critical Michigan,Kamala Harris was joined by Lizzo for a rally in Detroit a day after Trump struggled with mic troubles in his own Detroit rally,https://time.com/7095205/kamala-harris-lizzo-detroit/,Election Dynamics,Neutral
43,Time,Rebecca Schneid,Here’s What Time the Polls Close in Every State,The presidential election between Republican candidate Donald Trump and Democratic nominee Kamala Harris will come to a head on Nov. 5.,https://time.com/7171615/heres-what-time-the-polls-close-in-every-state/,Election Dynamics,Neutral
44,Time,Philip Elliott / Detroit,"As Harris and Trump Fight to the Wire, Feelings Will Matter More Than Facts","'It's going to be a feeling election, not a fact election,' says a top Kamala Harris ally, which explains a recent campaign strategy shift.",https://time.com/7097038/kamala-harris-donald-trump-facts-feelings/,Election Dynamics,Neutral
48,Business Insider,"Havovi Cooper,John L. Dorman,Selima Hussain,Erica Star Domena",How long will it take to call the 2024 US election?,Senior politics reporter John Dorman breaks down when we might know the election results in key swing states.,https://www.businessinsider.com/how-long-will-it-take-to-call-us-presidential-election-2024-10,Election Dynamics,Neutral
59,ABC News,Emily Shapiro,Harris concedes election but not 'the fight that fueled this campaign',Vice President Kamala Harris addressed the nation on Wednesday after losing the presidential election to former President Donald Trump.,https://abcnews.go.com/Politics/harris-shes-full-resolve-urges-supporters-accept-results/story?id=115558448,Election Dynamics,Neutral
60,Time,Joey Cappelletti / AP,"At Detroit Rally for Kamala Harris, Eminem Endorses and Obama Raps","Voter turnout in Detroit, a longtime Democratic stronghold, will be crucial in determining who wins Michigan, a crucial swing state, in November.",https://time.com/7096316/eminem-barack-obama-kamala-harris-campaign-detroit-michigan/,Election Dynamics,Neutral
65,ABC News,"Gabriella Abdul-Hakim, Will McDuffie, Fritz Farrow",Harris to deliver 'closing argument' in remarks on DC's Ellipse,"Vice President Kamala Harris is set to make her final case for her bid for the presidency on Washington, D.C.'s Ellipse on Tuesday.",https://abcnews.go.com/Politics/harris-deliver-closing-argument-remarks-dcs-ellipse/story?id=115222481,Election Dynamics,Neutral
76,ABC News,ABC News,WATCH: Harris tries to woo unhappy Republican voters as Trump doubles down on his base,"ABC News’ Jon Karl breaks down how Vice President Kamala Harris and former President Donald Trump are trying to solidify votes, with just 13 days until the election.",https://abcnews.go.com/GMA/News/video/harris-woo-unhappy-republican-voters-trump-doubles-base-115057589,Election Dynamics,Neutral
77,ABC News,"Alexandra Hutzler, Julian Kim, Geoffrey Skelley","With 2024 race so tight, a reminder how few votes decided the 7 swing states in 2020",All signs point to another close election with Vice President Kamala Harris and former President Donald Trump neck-and-neck in national and battleground state polls.,https://abcnews.go.com/Politics/2024-race-tight-reminder-votes-decided-7-swing/story?id=115398688,Election Dynamics,Neutral
80,ABC News,"Kelsey Walsh, Jon Haworth","Election Day officially begins as Harris, Trump tie in Dixville Notch midnight vote",Vice President Kamala Harris and former President Donald Trump have tied in the Dixville Notch midnight vote kicking off the official start to 2024's Election Day.,https://abcnews.go.com/Politics/election-day-officially-begins-harris-trump-tie-dixville/story?id=115504033,Election Dynamics,Neutral
81,ABC News,ABC News,"WATCH: Donald Trump wins 2nd term in historic return to White House, ABC News projects","ABC News is projecting former President Donald Trump will win the presidential race, staging a historic comeback to defeat Vice President Kamala Harris.",https://abcnews.go.com/Politics/video/donald-trump-wins-2nd-term-historic-return-white-115556950,Election Dynamics,Negative
83,ABC News,"Alexandra Hutzler, Ivan Pereira, Tal Axelrod","2024 election updates: Harris, Trump in virtual dead heat in battleground states",Most polls show Vice President Kamala Harris and former President Donald Trump neck-and-neck in key states with just about two weeks to go.,https://abcnews.go.com/Politics/live-updates/2024election-updates-harris-trump-locked-virtual-dead-heat/?id=114983801,Election Dynamics,Neutral
85,ABC News,G. Elliott Morris,538's final forecasts for the 2024 election,"538's final forecasts for the 2024 election for president between Donald Trump and Kamala Harris, plus the Senate and House.",https://abcnews.go.com/538/538s-final-forecasts-2024-election/story?id=115511051,Election Dynamics,Negative
86,ABC News,Tal Axelrod,Donald Trump wins 2nd term in historic return to White House,"ABC News is projecting former President Donald Trump will win the presidential race, staging a historic comeback to defeat Vice President Kamala Harris.",https://abcnews.go.com/Politics/donald-trump-wins-2nd-term-historic-return-white/story?id=115358710,Election Dynamics,Negative
87,ABC News,Nadine El-Bawab,"Abortion ballot initiatives could have helped Harris win, instead Trump overperformed","Despite Kamala Harris' loss, pro-abortion rights activists are celebrating the results of the 2024 election, arguing that abortion rights won.",https://abcnews.go.com/US/abortion-ballot-initiatives-helped-harris-win-trump-overperformed/story?id=115655471,Election Dynamics,Neutral
93,ABC News,538 and ABC News,Election Day 2024: Live results and analysis,"Follow 538 and ABC News for live updates on the presidential election between Kamala Harris and Donald Trump, and key races for U.S. Senate, House, governor and more.",https://abcnews.go.com/538/live-updates/election-results-2024/?id=115468646,Election Dynamics,Neutral
95,ABC News,ABC News,WATCH: How Harris or Trump could win 270 electoral votes,ABC News’ political director and Washington bureau chief Rick Klein breaks down the latest polling data and how former President Donald Trump or Vice President Kamala Harris could win the election.,https://abcnews.go.com/GMA/News/video/harris-trump-win-270-electoral-votes-115385689,Election Dynamics,Neutral
96,ABC News,ABC News,WATCH: How Harris or Trump could win election,ABC News Political Director and Washington Bureau Chief Rick Klein breaks down the latest polling in the tight race between Vice President Kamala Harris and former President Donald Trump.,https://abcnews.go.com/GMA/News/video/harris-trump-win-election-115510288,Election Dynamics,Negative
104,Wired,Katie Drummond,It’s Election Week. Brace Yourselves,The United States will choose between two drastically different futures in the coming days. Here’s what you can expect from WIRED.,https://www.wired.com/story/election-week-brace-yourselves/,Election Dynamics,Neutral
111,Time,TIME Photo,The Best Photos From the 2024 Election Day,"As Americans settle in at home to watch the results of the 2024 Presidential Election unfold, TIME’s photo editors are following images from photographers across the country. From the early hours as the first polls opened, to the late night anticipation of re…",https://time.com/7172954/election-2024-best-photos/,Election Dynamics,Neutral
118,Business Insider,Bradley Saacks,Who Wall Street thinks will win the election,"A survey of professional investors on the platform SumZero, along with other big finance names are expecting a win for former president Donald Trump.",https://www.businessinsider.com/wall-street-election-predictions-professional-investor-survey-2024-11,Election Dynamics,Negative
146,Business Insider,"insider@insider.com (Geoff Weiss,Bryan Metzger)",Republicans win back control of the Senate,"Republicans are projected to win a majority of seats in the US Senate, after defeating Democratic incumbents in Ohio and Montana.",https://www.businessinsider.com/republicans-win-senate-election-majority-election-2024-11,Election Dynamics,Negative
147,ABC News,Ishai Melamede,More voters saw Trump as the candidate of change: Exit poll analysis,"Claiming superior leadership and casting himself as the true agent of change were keys to Donald Trump’s election victory, an ABC News exit poll found.",https://abcnews.go.com/Politics/voters-trump-candidate-change-exit-poll-analysis/story?id=115614599,Election Dynamics,Negative
149,ABC News,"Lalee Ibssa, Kelsey Walsh, Soo Rin Kim","With Harris' path to victory narrowing, Trump declares victory",Former President Donald Trump took the stage at West Palm Beach County Convention Center to speak to supporters and declare victory.,https://abcnews.go.com/Politics/harris-path-victory-narrowing-trump-declares-victory/story?id=115543903,Election Dynamics,Negative
154,ABC News,Isabella Murray,'Blue Dot' in Nebraska draws boldface political names,The Harris and Trump campaigns descended upon Nebraska to deliver a similar message to its 2nd Congressional District: their votes could decide the presidential race.,https://abcnews.go.com/Politics/blue-dot-nebraska-draws-boldface-political-names/story?id=114967525,Election Dynamics,Neutral
156,Business Insider,"insider@insider.com (John L. Dorman,Kelsey Vlamis)",The 2024 presidential election may come down to swing states' results. Here's where Trump and Harris lead in the polls.,"Election results in the swing states of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin will be critical.",https://www.businessinsider.com/what-are-2024-presidential-election-swing-states-trump-harris-polls-2024-11,Election Dynamics,Neutral
162,ABC News,Ivan Pereira,"American Catholic voters present complex opportunities for Trump, Harris: Academics",The Catholic community has gone through numerous changes throughout the decade and shown major divisions on political issues according to acdemics.,https://abcnews.go.com/Politics/american-catholic-voters-present-complex-opportunities-trump-harris/story?id=115161260,Election Dynamics,Neutral
164,Time,Time,Harris And Trump Cross Paths in North Carolina Days From Vote,Dueling rallies highlight the stakes in crucial swing state.,https://time.com/7171689/harris-and-trump-present-contrasting-visions-for-north-carolina-as-election-day-approaches/,Election Dynamics,Neutral
167,ABC News,Oren Oppenheim,Some voters still say they're undecided in the 2024 election. Here's why.,"ABC News spoke with some independent and undecided, or formerly undecided, voters.",https://abcnews.go.com/Politics/undecided-voters-wrestling-decision-election-day-approaches/story?id=115273162,Election Dynamics,Negative
168,ABC News,"Rick Klein, Ivan Pereira","What are the swing state paths to 270 electoral votes for Harris, Trump","As the recent presidential polls show a tight race, the data indicates a few paths to victory for each candidate.",https://abcnews.go.com/Politics/swing-state-paths-270-electoral-votes-harris-trump/story?id=115392219,Election Dynamics,Neutral
169,Time,DARLENE SUPERVILLE / AP,"Biden and Trump Will Meet in the Oval Office on Wednesday, the White House Says",A meeting between the outgoing President and the incoming President is typically meant to mark the start of a peaceful transfer of power.,https://time.com/7174704/biden-and-trump-will-meet-in-the-oval-office/,Election Dynamics,Neutral
172,ABC News,Gary Langer,"Exit polls 2024: Fears for American democracy, economic discontent drive voters",Broad economic discontent and sharp divisions about the nation’s future mark voter attitudes nationally in ABC News' preliminary exit poll results.,https://abcnews.go.com/Politics/2024-exit-polls-fears-american-democracy-economic-discontent/story?id=115529546,Election Dynamics,Neutral
180,ABC News,Doc Louallen,Nevada's swing state status unpacked as polls show close race,Nevada Independent reporter Gabby Birenbaum breaks down the role Nevada will play as a swing state in the 2024 election as both campaigns make their pitches to voters.,https://abcnews.go.com/Politics/nevadas-swing-state-status-unpacked-polls-show-close/story?id=115368240,Election Dynamics,Neutral
184,ABC News,ABC News,WATCH: Explosive detection dog sniffs for bombs at L.A. county registrar’s office,An explosive detection dog sniffs for bombs at the Los Angeles County registrar's office on election night.,https://abcnews.go.com/US/video/explosive-detection-dog-sniffs-bombs-la-county-registrars-115552105,Election Dynamics,Neutral
185,Time,Kara Alaimo,Why the U.S. Can’t Bridge the Divide at the Kitchen Table,Kara Alaimo examines why anger over the Dobbs decision wasn’t enough to stop Trump’s re-election.,https://time.com/7173748/us-americans-bridging-kitchen-table-divide-abortion-dobbs-essay/,Election Dynamics,Neutral
187,Business Insider,Alex Bitter,Election Day stress is affecting some companies' sales,Companies from United Airlines to Nestlé have pointed to election day as a slow time for sales. Some customers do appear to be holding back.,https://www.businessinsider.com/election-day-jitters-mean-some-shoppers-may-may-fewer-purchases-2024-10,Election Dynamics,Neutral
188,ABC News,Alexandra Hutzler,Exit polls 2024: How the gender gap is playing out in several key swing states,The gender gap is considered a key factor in the presidential race. Preliminary exit polls results provide some insight into vote preferences among men and women.,https://abcnews.go.com/Politics/exit-polls-2024-men-women-voting-key-swing/story?id=115529817,Election Dynamics,Neutral
190,Business Insider,"Rob Price,Melia Russell",Venture capital is going to war over the election. Here's the data to prove it.,Data from the Federal Elections Commission shows how workers at venture capital firms are donating to political campaigns this election.,https://www.businessinsider.com/venture-capital-us-election-data-contributions-2024-10,Election Dynamics,Neutral
193,ABC News,Alexandra Hutzler,Will the gender gap decide the 2024 election?,Men and women have voted differently in presidential elections for decades. But will the gender gap be a deciding factor in the razor-thin race between Harris and Trump?,https://abcnews.go.com/Politics/gender-gap-decide-2024-election/story?id=115272924,Election Dynamics,Neutral
194,ABC News,David Brennan,American voters in London pitch competing visions of US,"More than 4,000 miles from home, small groups of Democratic and Republican voters in the British capital gathered within 2 miles of each other to witness what both sides have framed as one of -- if not the -- most important elections in American history. The…",https://abcnews.go.com/International/american-voters-london-pitch-competing-visions-us/story?id=115553503,Election Dynamics,Neutral
206,ABC News,Gary Langer,"Trump leverages economic discontent, extends his appeal -- and breaks mold: ANALYSIS","While ABC News had not projected a winner by early Wednesday morning, Trump's performance broke the mold across a variety of measures.",https://abcnews.go.com/Politics/exit-poll-analysis-2024-election/story?id=115555726,Election Dynamics,Neutral
207,ABC News,"Ashley Schwartz-Lavares, Lauren Lantry, Doc Louallen","Michigan, Pennsylvania, and North Carolina residents gearing up for historic election","Residents in Michigan, Pennsylvania and North Carolina are gearing up for a historic election and are working to encourage others in their community to vote.",https://abcnews.go.com/Politics/election-day-residents-3-swing-states-gearing-historic/story?id=115469598,Election Dynamics,Neutral
212,Business Insider,Joshua Nelken-Zitser,"US embassies are holding off on election watch-night parties, fearing they could get awkward","US embassies in London, Paris, Brussels, and Berlin are skipping election-night viewing parties, aiming to avoid a repeat of 2016's awkward scenes.",https://www.businessinsider.com/us-embassies-europe-skip-election-night-viewing-parties-fear-awkwardness-2024-11,Election Dynamics,Neutral
215,ABC News,Tal Axelrod,Deep Democratic bench gets opportunity in political wilderness,"For the first time in four years, Democrats are leaderless. But chaos is a ladder, as the saying goes, and the party is packed with climbers.",https://abcnews.go.com/Politics/deep-democratic-bench-gets-opportunity-political-wilderness/story?id=115793352,Election Dynamics,Neutral
216,ABC News,"Shannon K. Kingston, Chris Boccia","How Harris, Trump handle foreign affairs could play in the 2024 election: ANALYSIS",Foreign powers await the U.S. choice just as Americans do.,https://abcnews.go.com/Politics/foreign-affairs-play-presidential-election-analysis/story?id=115415460,Election Dynamics,Neutral
218,ABC News,Tal Axelrod,Ignore the vibes: Parties gear up for 50-50 race to the wire,Operatives from each side see both paths to victory and potential pitfalls.,https://abcnews.go.com/Politics/ignore-vibes-parties-gear-50-50-race-wire/story?id=115125240,Election Dynamics,Neutral
223,Business Insider,"nredmond@insider.com (Nora Redmond,Theron Mohamed)",Binance CEO calls Trump's election victory a 'big win for crypto' as bitcoin hits a new high,"The price of bitcoin has risen over $80,000 for the first time following the president-elect's win over Kamala Harris last week.",https://markets.businessinsider.com/news/currencies/donald-trump-victory-big-win-for-crypto-bitcoin-ceo-2024-11,Election Dynamics,Neutral
225,ABC News,Rachel Scott,"With 2 weeks to go, Trump, not taking chances, turns focus to North Carolina",ABC's Rachel Scott has a view from the campaign trail.,https://abcnews.go.com/Politics/2-weeks-trump-taking-chances-turns-focus-north/story?id=115037864,Election Dynamics,Neutral
226,ABC News,David Brennan,World reacts to 2024 presidential election results,World leaders and top officials are reacting to the unfolding results of the 2024 presidential election as the contest draws to an apparent conclusion.,https://abcnews.go.com/International/world-reacts-2024-presidential-election-results/story?id=115553492,Election Dynamics,Neutral
227,ABC News,Allison De Jong,Most voters ready to accept election results but doubt Trump will: Poll,Eighty-six percent of registered voters in a new ABC News/Ipsos poll say they personally are prepared to accept the outcome of the 2024 election as legitimate.,https://abcnews.go.com/Politics/voters-ready-accept-election-results-doubt-trump-poll/story?id=115083971,Election Dynamics,Neutral
229,Al Jazeera English,,Kamala Harris concedes presidential election to Donald Trump,Democratic presidential candidate Kamala Harris has conceded the election to Republican candidate Donald Trump.,https://www.aljazeera.com/program/newsfeed/2024/11/6/kamala-harris-concedes-presidential-election-to-donald-trump,Election Dynamics,Neutral
230,Al Jazeera English,Al Jazeera,Kamala Harris makes final push for votes in battleground Pennsylvania,Harris is making quick but crucial stops in a series of rallies across the swing state.,https://www.aljazeera.com/news/2024/11/5/kamala-harris-makes-final-push-for-votes-in-battleground-pennsylvania,Election Dynamics,Neutral
231,Al Jazeera English,,Kamala Harris comes out swinging against Trump at Georgia rally,Democratic presidential candidate Kamala Harris calls Republican candidate Donald Trump ‘unstable’.,https://www.aljazeera.com/program/newsfeed/2024/11/2/kamala-harris-comes-out-swinging-against-trump-at-georgia-rally,Election Dynamics,Neutral
234,Al Jazeera English,Al Jazeera Staff,"US election: 7 days left – What polls say, what Harris and Trump are up to","On Tuesday, Kamala Harris will be in Washington, DC, while Trump will be travelling to Pennsylvania.",https://www.aljazeera.com/news/2024/10/29/us-election-7-days-left-what-polls-say-what-harris-and-trump-are-up,Election Dynamics,Neutral
236,Al Jazeera English,Al Jazeera Staff,"US election: 5 days left – What polls say, what Harris and Trump are up to","Kamala Harris will visit two swing states, while Donald Trump travels to Nevada and New Mexico.",https://www.aljazeera.com/news/2024/10/31/us-election-5-days-left-what-polls-say-what-harris-and-trump-are-up-to,Election Dynamics,Neutral
240,Al Jazeera English,Al Jazeera,World reactions as Donald Trump wins US presidential election,"After a turbulent and defiant campaign against Kamala Harris, Trump will become the country's 47th president.",https://www.aljazeera.com/news/2024/11/6/world-reactions-as-trump-declares-victory-in-us-presidential-election,Election Dynamics,Neutral
242,Al Jazeera English,Al Jazeera Staff,"US election: 13 days left — What polls say, what Harris and Trump are up to",Kamala Harris and Donald Trump both targeted Latino voters with their campaign activities on Tuesday.,https://www.aljazeera.com/news/2024/10/23/us-election-13-days-left-what-polls-say-what-harris-and-trump-are-up,Election Dynamics,Neutral
246,Al Jazeera English,Al Jazeera,Americans react as Donald Trump wins US presidential race,Results show Trump beating Vice President Kamala Harris in a race far less tight than expected.,https://www.aljazeera.com/gallery/2024/11/6/americans-react-as-donald-trump-wins-us-presidential-race,Election Dynamics,Neutral
248,ABC News,Gary Langer,"As Election Day arrives, 3 factors driving our divided electorate: ANALYSIS","For the third cycle straight, this election will come down to a choice between two fundamentally different visions of America and two fundamentally different leaders.",https://abcnews.go.com/Politics/election-day-arrives-3-factors-driving-divided-electorate/story?id=115487308,Election Dynamics,Neutral
249,Al Jazeera English,Al Jazeera,Kamala Harris concedes election but vows to fight on,"Kamala Harris acknowledged her loss to Donald Trump in a speech at Howard University, her alma mater.",https://www.aljazeera.com/gallery/2024/11/6/kamala-harris-concedes-election-but-vows-to-fight-on,Election Dynamics,Positive
253,ABC News,G. Elliott Morris,"Trump has gained in 538's forecast, but the election is still a toss-up","538's 2024 presidential election forecast shows a very close, toss-up race, with Trump taking a small lead.",https://abcnews.go.com/538/trump-gained-538s-forecast-election-toss/story?id=114907042,Election Dynamics,Neutral
255,ABC News,"Nicholas Kerr, Brittany Shepherd",How Nebraska’s 'blue dot' could prove pivotal in the Electoral College,The 2nd Congressional District could also be key to Democrats' Senate hopes.,https://abcnews.go.com/Politics/nebraskas-blue-dot-prove-pivotal-electoral-college/story?id=115274378,Election Dynamics,Neutral
256,ABC News,Sarah Beth Hensley,What are the key issues for voters in swing states that could decide election?,"While many battlegrounds share the same concerns as the rest of Americans, there are some issues that stand out as top concerns.",https://abcnews.go.com/Politics/key-issues-voters-swing-states-decide-election/story?id=115359821,Election Dynamics,Neutral
258,Al Jazeera English,Al Jazeera Staff,"US election: 14 days left — What polls say, what Harris and Trump are up to",Kamala Harris and Donald Trump are campaigning through key battleground states as the election race remains tight.,https://www.aljazeera.com/news/2024/10/22/us-election-14-days-left-what-polls-say-what-harris-and-trump-are-up,Election Dynamics,Neutral
260,Al Jazeera English,,Harris makes final pitch to voters one week before US election,Democratic presidential candidate Kamala Harris made her final pitch to voters one week before the US election.,https://www.aljazeera.com/program/newsfeed/2024/10/30/harris-makes-final-pitch-to-voters-one-week-before-us-election,Election Dynamics,Neutral
261,Al Jazeera English,Al Jazeera,Fact-check: Donald Trump’s Madison Square Garden rally in New York City,Trump rallied his MAGA troops with angry words about immigration and mocked Kamala Harris. We fact check his claims.,https://www.aljazeera.com/news/2024/10/28/fact-check-donald-trumps-madison-square-garden-rally-in-new-york-city,Election Dynamics,Neutral
262,Al Jazeera English,Al Jazeera Staff,Trump attacks Harris at mega-rally at New York’s Madison Square Garden,Donald Trump and Kamala Harris rally supporters as US election race remains too close to call entering final stretch.,https://www.aljazeera.com/news/2024/10/28/trump-attacks-harris-at-mega-rally-at-new-yorks-madison-square-garden,Election Dynamics,Neutral
265,Al Jazeera English,,Harris supporters disperse after election night speech postponed,"Kamala Harris supporters were seen leaving her watch party in Washington DC, after her speech was postponed.",https://www.aljazeera.com/program/newsfeed/2024/11/6/harris-supporters-disperse-after-election-night-speech-postponed,Election Dynamics,Neutral
266,Al Jazeera English,Al Jazeera Staff,State of the race: Five takeaways 17 days out from the US election,What's the latest on the race between Kamala Harris and Donald Trump? Al Jazeera breaks down the week's election news.,https://www.aljazeera.com/news/2024/10/20/state-of-the-race-five-takeaways-seventeen-days-out-from-us-election,Election Dynamics,Neutral
268,ABC News,Tal Axelrod,Democrats sift through 'unmitigated disaster' after Trump victory: ANALYSIS,"Democrats hoped that voters wanted to move on from Donald Trump. Instead, they wanted more of him.",https://abcnews.go.com/Politics/democrats-sift-unmitigated-disaster-after-trump-victory-analysis/story?id=115579655,Election Dynamics,Neutral
269,ABC News,"Lalee Ibssa, Soo Rin Kim, Kelsey Walsh",Trump to rally in iconic Madison Square Garden,"In the final week of his campaign, former President Donald Trump will cross off a campaign bucket list item on Sunday: a rally in the iconic Madison Square Garden.",https://abcnews.go.com/Politics/trump-rally-iconic-madison-square-garden/story?id=115142917,Election Dynamics,Neutral
275,ABC News,Geoffrey Skelley,What would happen if Harris and Trump tie in the Electoral College?,"The race would go to Congress, where Republicans would likely have an advantage.",https://abcnews.go.com/538/happen-harris-trump-tie-electoral-college/story?id=114980672,Election Dynamics,Neutral
276,ABC News,ABC News,WATCH: World reacts to 2024 presidential election results,World leaders and top officials are reacting to the unfolding results of the 2024 presidential election as the contest draws to an apparent conclusion.,https://abcnews.go.com/Politics/video/world-reacts-2024-presidential-election-results-115555637,Election Dynamics,Neutral
281,ABC News,"Alexandra Hutzler, David Brennan, Meredith Deliso, Julia Reinstein, Lucien Bruggeman",Election security updates: Officials brace for Election Day under cloud of threats,Follow the latest election-related security issues and legal challenges.,https://abcnews.go.com/Politics/live-updates/election-safety-2024/?id=115455767,Election Dynamics,Neutral
282,ABC News,"Ashley Ennis, Doc Louallen",Voter van makes casting a ballot easy for some Pennsylvania residents,"With less than two weeks to Election Day, one Pennsylvania county has unveiled a new mobile voter services van that aims to make voting more accessible for residents.",https://abcnews.go.com/Politics/voter-van-makes-casting-ballot-easy-pennsylvania-residents/story?id=115102138,Election Dynamics,Neutral
288,Al Jazeera English,"Maram Humaid, Aziza Nofal, Mat Nashed","What do people in Gaza, West Bank and Lebanon think about the US election?",People in the Middle East answer who they think will be a better US president for them - Kamala Harris or Donald Trump.,https://www.aljazeera.com/news/2024/11/4/what-do-people-in-gaza-west-bank-and-lebanon-think-about-the-us-election,Election Dynamics,Neutral
291,Al Jazeera English,Al Jazeera,Harris or Trump? Voting under way in US election after turbulent race,Democrat Kamala Harris and Republican Donald Trump are going head-to-head in a race that remains too close to call.,https://www.aljazeera.com/gallery/2024/11/5/harris-or-trump-voting-under-way-in-us-election-after-turbulent-race,Election Dynamics,Neutral
294,ABC News,"Alexandra Hutzler, Molly Nagle",Trump and Biden both call for smooth transition in historic Oval Office meeting,President-elect Donald Trump was welcomed at the White House on Wednesday after declining to do the same for President Joe Biden after the 2020 election.,https://abcnews.go.com/Politics/biden-trump-meet-oval-office-post-election-tradition/story?id=115785681,Election Dynamics,Neutral
296,Time,Chantelle Lee,What Happens if a Candidate Contests the Results of the 2024 Election?,"From recount rules to post-election litigation, here's what would happen if a candidate contests the election results.",https://time.com/7172058/trump-harris-2024-contest-election-results-how/,Election Dynamics,Neutral
297,Time,Chad de Guzman,Trump Declares Election Victory in Speech to Supporters,"While the AP had not yet called the election, Trump possessed a commanding lead by the time he addressed his supporters.",https://time.com/7173254/trump-election-victory-speech/,Election Dynamics,Neutral
312,ABC News,"Geoffrey Skelley, Mary Radcliffe, Julian Kim, Geoffrey Skelley",The 2024 election could hinge on Pennsylvania,538's final deep dive into swing states in the 2024 election focusing on Pennslyvania voters.,https://abcnews.go.com/538/2024-election-hinge-pennsylvania/story?id=115248967,Election Dynamics,Neutral
314,ABC News,Alexandra Hutzler,What you need to know about the Electoral College as 2024 race nears end,Here's everything you need to know about the Electoral College as the 2024 presidential race nears its end,https://abcnews.go.com/Politics/what-is-electoral-college/story?id=115072002,Election Dynamics,Neutral
316,ABC News,Tal Axelrod,Democrats have tried to block third- party candidates. They could still be spoilers,"Less than a week before Election Day, third-party candidates still present an unknown factor in key swing states where dozens of Electoral College votes are up for grabs.",https://abcnews.go.com/Politics/democrats-hard-block-party-candidates-spoilers/story?id=115273808,Election Dynamics,Neutral
319,Al Jazeera English,Al Jazeera,"Kamala Harris, Donald Trump rallying in Wisconsin in final US election push",Rival presidential candidates remain locked in a tight race four days before election day.,https://www.aljazeera.com/news/2024/11/1/kamala-harris-donald-trump-rallying-in-wisconsin-in-final-us-election-push,Election Dynamics,Neutral
322,Al Jazeera English,Al Jazeera Staff,"Polls open for 2024 US Election Day as Kamala Harris, Donald Trump face off","This Election Day culminates a campaign season defined by historic twists, but the results may be slow in coming.",https://www.aljazeera.com/news/2024/11/5/polls-open-for-2024-us-election-day-as-kamala-harris-donald-trump-face-off,Election Dynamics,Neutral
